Name,avg,min,max
Sigurd Koss,130,0,166
Deshaun Leffler,121,0,164
Noble Champlin,120,0,172
Dayana Batz,104,0,165
Laurence Schneider,119,0,173
Abdullah Hills,130,0,175
Erik Torphy,124,0,172
Samantha Bergstrom,109,0,162
Ramona Hessel,117,0,164
Leonel Bogan,117,0,165
Damien Schiller,104,0,157
Bradford Rempel,119,0,150
Jamie Eichmann,111,0,150
Blanche Schimmel,111,0,159
Delta Klein,109,0,160
Petra Schoen,119,0,165
Glenda Reinger,105,0,147
Rhoda Walsh,117,0,175
Angie Rau,113,0,160
Odell Heaney,118,0,163
Carmela Spencer,113,0,157
Gerald Medhurst,111,0,162
Elwin Zieme,131,0,166
Ezra Lebsack,122,0,163
Rylan Walker,118,0,156
Dena Hilpert,116,0,155
Meghan Crona,119,0,160
Cloyd Smith,122,0,177
Arianna Kohler,124,0,163
Sincere Bradtke,119,0,160
Brenden Schumm,99,0,161
Summer Weissnat,109,0,167
Donnell Gutkowski,119,0,175
Virgie Ankunding,104,0,149
Tyrique Yost,121,0,161
Lauriane Sawayn,102,0,147
Miguel Reynolds,104,0,147
Rowland Jacobi,114,0,168
Forrest McCullough,120,0,175
Marty Donnelly,103,0,136
Erin Nader,129,0,173
Randy Krajcik,113,0,170
Marilou Kreiger,120,0,171
Braulio Littel,111,0,155
Kendra Trantow,124,0,166
Nikki Brakus,100,0,150
Furman Huel,111,0,174
Graciela Quigley,121,0,160
Allison Wiza,124,0,172
Julian Corkery,106,0,150
Adalberto Klein,100,0,153
Urban Goyette,123,0,167
Peyton Feeney,116,0,158
Candice Sawayn,102,0,146
Brent Mraz,135,0,180
Eliza Carter,108,0,161
Louvenia Rolfson,125,0,176
Melany Fay,115,0,173
Johnny Douglas,109,0,164
Josiane Kunze,122,0,170
Cody Stanton,123,0,178
Micah DuBuque,110,0,139
Meta Doyle,122,0,160
Minnie Dietrich,108,0,164
Erick Shields,119,0,158
Kristin Funk,115,0,169
Gabriel Torp,129,0,171
Norwood Shields,108,0,153
Ted Altenwerth,125,0,161
Emerson Bashirian,101,0,155
Earnestine Hane,129,0,168
Bartholome Kreiger,124,0,158
Adalberto Russel,107,0,144
Hadley Price,118,0,171
Taryn Marvin,110,0,167
Emelie Lindgren,129,0,167
Tommie Harber,117,0,168
Laisha Beier,122,0,156
Roger Reynolds,108,0,147
Nona Reichert,105,0,156
Jennie Hegmann,102,0,152
Edgar Tremblay,126,0,168
Athena Jacobson,103,0,143
Merle Bechtelar,120,0,169
Erin Fisher,123,0,160
Quinn Beier,99,0,154
Omer Herman,114,0,161
Daniela Yost,110,0,156
Salvador Frami,127,0,175
Tyrese Watsica,104,0,165
Elliott Ullrich,114,0,172
Kaitlyn Russel,114,0,157
Florencio Gislason,135,0,156
Javonte Medhurst,120,0,162
Marcelina Wilkinson,119,0,173
Carey Denesik,113,0,163
Janelle Ryan,118,0,156
Ryann Yost,115,0,159
Darian Keebler,117,0,178
Bert Feeney,112,0,166
Arnaldo Schroeder,104,0,157
Marquis Weimann,105,0,160
Hattie Carroll,111,0,163
Lina Turcotte,124,0,166
Burnice Rau,125,0,172
Jayne Legros,120,0,165
Jaeden Stark,135,0,171
Elta Barton,121,0,142
Zita Cruickshank,117,0,162
Hassie Reichel,125,0,168
Isobel Ferry,113,0,151
Hellen Howell,114,0,158
Isidro Barton,127,0,161
Franco Fay,111,0,157
Amelia Medhurst,115,0,162
Dalton Hackett,112,0,160
Ashleigh Renner,107,0,146
Samanta Auer,116,0,167
Gonzalo Cole,124,0,167
Talon Ernser,131,0,177
Isabel Jones,119,0,155
Brenna Hickle,114,0,175
Marielle McClure,128,0,171
Charley Torphy,120,0,167
Jed Weber,115,0,172
Loy Boyle,120,0,155
Vella Corwin,106,0,171
Gregory Larkin,120,0,163
Albert Schaden,122,0,159
Adolphus Hilll,113,0,177
Tia Mayer,103,0,160
Aglae Bechtelar,113,0,155
Corene Kling,113,0,155
Clara Goyette,108,0,152
Octavia Reynolds,138,0,163
Sister Funk,122,0,167
Hardy Welch,135,0,175
Wanda Schumm,127,0,177
Joe Lang,121,0,162
Leilani Reinger,125,0,161
Noble Okuneva,113,0,160
Aniyah Hodkiewicz,116,0,162
Paul Wiegand,125,0,160
Kane Nolan,117,0,146
Catherine Hegmann,123,0,168
William McGlynn,112,0,175
Twila Dickinson,112,0,154
Clare Langworth,111,0,154
Carolanne Jerde,130,0,178
Leda Rosenbaum,132,0,171
Robb Sipes,126,0,174
Bette Roob,110,0,173
Barbara Denesik,104,0,149
Haven Dare,124,0,161
Sigurd Gulgowski,117,0,161
Jonathan Bechtelar,136,0,169
Steve Becker,113,0,164
Audrey Robel,116,0,158
Joan Torp,125,0,163
Timothy Johnson,130,0,166
Brandon Schumm,121,0,165
Effie Brown,125,0,169
Lesly Boyer,104,0,145
Rashawn Hermiston,111,0,168
Arden Dickinson,119,0,160
Justina Strosin,108,0,156
Eldora Rowe,114,0,169
Josie Muller,127,0,165
Marcos Kessler,122,0,171
Gay Christiansen,108,0,177
Moshe Jewess,123,0,174
Isaias Crona,114,0,160
Susana Reilly,126,0,167
Philip Hand,107,0,165
Abner Dickinson,122,0,163
Tristin Emard,111,0,143
Lucius Gusikowski,118,0,170
Lucious Larson,126,0,163
Hal Hand,103,0,148
Francisco Dietrich,112,0,163
Frida Goodwin,120,0,172
Paolo Ritchie,123,0,169
Pearline Collins,116,0,171
Euna Harvey,105,0,150
Mariane Emmerich,103,0,167
Malinda Pouros,119,0,162
Robb Schmidt,121,0,172
Kurt Lynch,104,0,154
Tommie Ledner,117,0,165
Ryan Fahey,124,0,159
Jon Schimmel,119,0,153
Carmela Parker,128,0,173
Wilmer Macejkovic,117,0,160
Sylvia Watsica,107,0,156
Joana McKenzie,108,0,152
Derick Funk,107,0,140
Osbaldo Dach,85,0,113
Percy Trantow,117,0,160
Lewis Smith,121,0,168
Lavinia Kihn,118,0,163
Jillian Trantow,126,0,161
Henderson Ondricka,119,0,168
Noe Prohaska,119,0,174
Annette Labadie,126,0,169
Trystan Davis,118,0,157
Melody Ziemann,119,0,169
Rocky Lubowitz,119,0,173
Jamey Wilkinson,114,0,164
Brandyn Moen,133,0,178
Trever Huels,119,0,160
Khalil Goyette,115,0,151
Jairo Hansen,107,0,167
Juliet Mayer,116,0,161
Pauline Effertz,127,0,172
Shanel Blanda,115,0,151
Rhett Tromp,101,0,156
Opal Larson,117,0,171
Brianne Franecki,109,0,153
Laury Turcotte,112,0,172
Reilly Morar,115,0,168
Antonina Kassulke,126,0,169
Felicity Casper,105,0,167
Beau Heller,110,0,163
Sage Kulas,127,0,174
Shayne Dooley,119,0,162
Larissa Ferry,113,0,156
Daphne Okuneva,119,0,168
Emilio Green,95,0,139
Emile Bernier,130,0,162
Charlie Gusikowski,102,0,135
Malachi Schiller,109,0,157
Freddie Lakin,129,0,176
Viola Heidenreich,121,0,164
Keeley Gleichner,117,0,168
Mckenna Rippin,112,0,153
Una Goyette,117,0,172
Carmella Ratke,113,0,152
Billy Blick,115,0,157
Leonardo Koch,130,0,172
Augustus Von,117,0,159
Darryl Runolfsson,107,0,138
Glenda Flatley,117,0,159
Hulda Crona,115,0,164
Aurelia Ortiz,130,0,164
Issac Weissnat,135,0,168
Jett Purdy,123,0,167
Rene Konopelski,118,0,167
Angelo Miller,112,0,161
Johnpaul Reilly,130,0,177
Raoul Reynolds,111,0,157
Davin Vandervort,120,0,171
Ofelia Buckridge,120,0,156
Ethelyn Daugherty,116,0,157
Amir Hamill,118,0,154
Colt Hackett,117,0,148
Alivia Ledner,125,0,168
Christiana Ryan,110,0,153
Magnus Douglas,120,0,173
Fannie Streich,115,0,155
Bernadine Bernhard,113,0,164
Keyshawn Donnelly,118,0,163
Lelia Bednar,115,0,165
Victor Kshlerin,106,0,139
Gwendolyn Kilback,119,0,176
Sofia Herzog,111,0,161
Rollin Bernhard,125,0,160
Daniela Fritsch,107,0,155
Abraham Bashirian,119,0,160
Virgil Pollich,111,0,157
Jakayla Price,113,0,156
Antonetta Jacobs,124,0,166
Delpha Hamill,123,0,174
Zane Wilkinson,120,0,168
Shania Gutkowski,128,0,175
Issac Dare,121,0,159
Verona Willms,114,0,153
Braxton Toy,112,0,177
Vernie Gleason,118,0,155
Jeffery Balistreri,108,0,160
Luis Bartell,114,0,165
Columbus Wiegand,108,0,154
Kylie Yost,131,0,177
Bernadette Larkin,112,0,154
Angeline Boehm,118,0,165
Horace Heller,115,0,161
Chad Pacocha,118,0,163
Zola Kling,119,0,172
Murphy Waelchi,111,0,158
Ethelyn Abshire,117,0,174
Freddie Ernser,125,0,167
Edison Baumbach,126,0,166
Elisabeth Maggio,136,0,174
Santos Doyle,107,0,166
Emilia Tromp,120,0,171
Lowell Christiansen,126,0,172
Luisa Hartmann,111,0,137
Rahul Kassulke,119,0,152
Kiarra Bartell,117,0,153
Christina Hackett,103,0,153
Branson Orn,128,0,169
Celestine Marquardt,108,0,162
Anna Brekke,133,0,161
Verona Armstrong,109,0,153
Mike Beer,111,0,167
Milford Hammes,114,0,135
Hailee Erdman,115,0,161
Reyna Johns,108,0,156
Marcella Upton,123,0,164
Audie Kohler,123,0,172
Columbus Stanton,119,0,175
Irving Willms,110,0,151
Clay Hansen,116,0,163
Alphonso Botsford,113,0,152
Jaden Homenick,102,0,156
Jonas Romaguera,111,0,155
Laura Bradtke,133,0,178
Evert Veum,111,0,179
Jean Purdy,119,0,162
Reba Kessler,118,0,162
Jaron Cummerata,120,0,170
Lessie Lueilwitz,137,0,173
Jedidiah Miller,114,0,159
Neoma Medhurst,116,0,177
Otis Davis,118,0,170
Kaycee Dooley,119,0,163
Claire Gutmann,121,0,175
Laurence Waters,118,0,172
Elvis Macejkovic,127,0,160
Bailee Kuhlman,101,0,147
Emiliano Satterfield,108,0,170
Maida Weimann,108,0,142
Henriette Little,117,0,168
Josianne Kuhlman,119,0,153
Shany Kozey,105,0,158
Shanelle Rosenbaum,116,0,159
Marie Thompson,118,0,170
Clementine Kiehn,111,0,165
Wyman Mayer,116,0,157
Bonita Rodriguez,112,0,160
Augusta Schroeder,118,0,175
Meaghan Greenfelder,120,0,163
Bret Schneider,129,0,177
Christopher Feeney,114,0,154
Ansel Roberts,112,0,151
Marcelo Gleichner,118,0,171
Kari Connelly,104,0,164
Sim Gutkowski,109,0,158
Maynard Reynolds,99,0,160
Jayson Fay,108,0,151
Cicero Gutmann,110,0,167
Cathryn Strosin,109,0,160
Deontae Sanford,118,0,163
Lula Ullrich,123,0,165
Scotty Trantow,124,0,165
Virgil Koch,111,0,159
Mckayla Beatty,110,0,163
Elias Wolf,119,0,170
Cornell Watsica,116,0,153
Alberta Jerde,115,0,153
Chanelle Langworth,109,0,137
Henderson McLaughlin,116,0,146
Chadd Crist,118,0,157
Mittie Predovic,126,0,177
Lou Kuvalis,123,0,175
Kody Robel,119,0,162
Jessy Feeney,114,0,152
Rogers Hilll,127,0,168
Devante Rolfson,110,0,166
Brendon Kerluke,108,0,158
Bettye Thompson,134,0,171
Willard West,120,0,158
Michael Ledner,103,0,127
Jerod Renner,115,0,166
Keaton Halvorson,124,0,175
Donald Hodkiewicz,114,0,154
Mathew Eichmann,119,0,168
Lizzie Beahan,115,0,148
Eleazar Mayer,113,0,159
Raina Roberts,119,0,163
Cleveland Parisian,122,0,168
Emely Hegmann,125,0,170
Victoria Rath,107,0,156
Aditya Graham,129,0,179
Gwen McCullough,121,0,165
Lexi Gleason,115,0,155
Deron Murray,118,0,169
Kariane Hilpert,122,0,163
Rodrick Bernhard,115,0,178
Aleen Treutel,115,0,157
Ahmed Haag,107,0,157
Jean Boehm,117,0,167
Marcus Moen,121,0,173
Misael Koch,114,0,160
Josiah Stehr,119,0,151
Irwin Larson,111,0,155
Shayna Witting,117,0,153
Nasir Jones,120,0,170
Louie Heller,125,0,165
Grady Hettinger,126,0,157
Hallie Koelpin,114,0,153
Anabelle Harris,126,0,169
Eugenia Bergstrom,112,0,152
Nicole Shields,121,0,177
Gerhard Schmitt,127,0,172
Chanel Hoppe,122,0,177
Jaeden Kuhic,112,0,175
Agnes Kohler,118,0,162
Clifford Wolff,105,0,162
Misael Ullrich,109,0,153
Stefanie Pacocha,120,0,158
Andy Gulgowski,108,0,158
Rashawn Kirlin,128,0,170
Eryn Labadie,140,0,176
Ettie Schoen,127,0,168
Chris Jenkins,121,0,169
Barbara Ankunding,117,0,166
Ardella Donnelly,114,0,159
Lorenz Ernser,96,0,135
Harrison Bailey,113,0,167
Lauryn Romaguera,118,0,142
Reed Kassulke,101,0,142
Justus Pacocha,100,0,155
Adela Ullrich,123,0,163
Amalia Kovacek,112,0,166
Maximillia Kunze,108,0,157
Annabelle Pacocha,113,0,162
Monserrate Marquardt,110,0,167
Lorna Sauer,117,0,164
Lamont Upton,125,0,155
Coty Bernhard,114,0,156
Ezekiel Jenkins,122,0,171
Bradly Lemke,104,0,146
Johnathon Barton,128,0,167
Dewayne Quitzon,108,0,139
Edwardo Ortiz,121,0,162
Dan Adams,134,0,171
Kamryn Gibson,115,0,159
Jayce Boyer,108,0,163
Tara Bauch,113,0,155
Summer Runolfsdottir,137,0,174
Melvina Wiegand,110,0,152
Antwon Towne,102,0,154
Annabelle Jewess,122,0,176
Nathen Abernathy,122,0,161
Dawson Rosenbaum,123,0,169
Ruthe Kling,125,0,160
Rosanna Muller,119,0,164
Deborah Nitzsche,111,0,150
Fannie Schneider,114,0,155
Barrett Kihn,111,0,158
Khalil Strosin,100,0,164
Anika Fay,115,0,158
Tracy Will,133,0,172
Shaylee Haag,121,0,159
Catalina Rohan,126,0,174
Catharine Blanda,116,0,173
Antonio Tillman,127,0,168
Mary Turner,126,0,172
Gustave Carroll,125,0,167
Kellie Anderson,117,0,168
Tamia Reynolds,116,0,161
Brittany Rolfson,116,0,163
Ulices Dare,120,0,172
Clark Moore,120,0,176
Buck Little,101,0,138
Reilly Corkery,115,0,164
Lily Paucek,113,0,157
Henri Trantow,116,0,150
Dedrick Yost,113,0,162
Monroe Breitenberg,124,0,172
Uriah Goyette,103,0,161
Damien Gaylord,114,0,155
Austyn Pollich,114,0,161
Kamille Blanda,113,0,153
Nathen Huel,123,0,169
Kristoffer Dicki,121,0,158
Effie DuBuque,127,0,157
Noemi Mann,114,0,160
Alanis Leannon,115,0,162
Janelle Hartmann,124,0,160
Jaqueline McLaughlin,128,0,171
Jamarcus Treutel,113,0,155
Tabitha Blick,111,0,159
Verona Berge,107,0,159
Marcelo Hettinger,107,0,158
Jason Kassulke,116,0,151
Edwina Kuphal,132,0,170
Alexanne Balistreri,117,0,166
Kamren Little,116,0,158
Leopold Carter,124,0,167
Else Dooley,124,0,164
Macey OReilly,108,0,166
Kristin Weissnat,111,0,159
Tressa Thompson,126,0,170
Glen Wisozk,111,0,164
Blair Ebert,123,0,174
Andre Mertz,128,0,174
Isom Bashirian,110,0,148
Vernice Gutkowski,120,0,172
Itzel Smitham,127,0,178
Liliana West,135,0,177
Sid Kozey,131,0,160
Kelly Hermann,132,0,176
Kiana Wiza,110,0,173
Lora Becker,130,0,167
Carroll Cremin,117,0,160
Precious Paucek,101,0,161
Ashlynn Mills,110,0,142
Vanessa Vandervort,118,0,161
Colten Cronin,114,0,169
Michale Toy,113,0,156
Fredy Jaskolski,128,0,169
Kathryne Huels,110,0,141
Anabelle Runolfsdottir,112,0,160
Summer Osinski,109,0,159
Kaitlyn Kertzmann,115,0,165
Hardy Hand,116,0,164
Kris Jast,116,0,159
Samara Krajcik,132,0,178
Alene Kertzmann,125,0,169
Kaylie McGlynn,123,0,166
Marjory Gulgowski,117,0,162
Sallie Armstrong,116,0,166
Clarissa Flatley,107,0,160
Bertrand Maggio,108,0,160
Chyna Konopelski,127,0,175
Norma Lebsack,118,0,172
Mya Watsica,111,0,163
Piper Halvorson,110,0,144
Mervin Bosco,102,0,151
Weston Stehr,115,0,153
Rylan Ledner,122,0,170
Benjamin Collins,99,0,153
Morton Cole,106,0,155
Laurence Smitham,113,0,162
Paula Hoeger,118,0,160
Aisha Raynor,128,0,168
Casper Kshlerin,109,0,160
Grayce Huels,118,0,178
Theodore Schumm,117,0,164
Collin Bauch,113,0,157
Eugenia Kohler,111,0,161
Jacques Lowe,119,0,155
Alycia Bednar,122,0,180
Ludwig Howell,119,0,180
Johnathon Hudson,119,0,172
Danny Stehr,111,0,165
Deborah Konopelski,114,0,157
Brooks Stehr,108,0,147
Toni Reynolds,104,0,155
Keaton Grimes,122,0,167
Nathanial Schowalter,119,0,151
Scottie Harris,125,0,163
Ewell Ryan,113,0,165
Kayley Ferry,107,0,158
Hassie Conn,118,0,159
Clotilde Powlowski,108,0,151
Myrna Schowalter,115,0,161
Retta Denesik,116,0,163
Luigi Mann,110,0,160
Spencer White,116,0,173
Asia Witting,109,0,155
Rebecca Hartmann,122,0,168
Reina Connelly,112,0,161
Jordan Prohaska,106,0,157
Brionna Hirthe,120,0,161
Aidan Boehm,105,0,162
Columbus Stokes,108,0,168
Kacey Balistreri,119,0,180
Charity Koch,112,0,152
Dayna Collier,115,0,169
Brent Sawayn,120,0,160
Josiah Predovic,115,0,165
Leatha Ziemann,120,0,159
Dorcas Becker,115,0,168
Noemi Klocko,122,0,173
Daisha Toy,107,0,153
Delores Langosh,100,0,160
Jerod Bechtelar,132,0,162
Giuseppe Marks,102,0,157
Mellie Hagenes,114,0,158
Jeanette Hilpert,105,0,170
Clemens Kihn,115,0,158
Eda Hoppe,116,0,161
Bailey Bosco,128,0,169
Bessie Cole,108,0,167
Pansy Schmidt,113,0,155
Ara Beahan,125,0,158
Yazmin Ziemann,101,0,149
Gabrielle Gleason,125,0,163
Amelia Labadie,114,0,144
Joanny Rice,107,0,156
Florian Yundt,112,0,160
Emory Johns,114,0,158
Daren Huel,122,0,171
Enrico Labadie,97,0,137
Lula Rogahn,106,0,169
Graham Stark,118,0,160
Zola Hettinger,109,0,159
Jeramie Raynor,111,0,155
Nikki Durgan,118,0,171
Allene Nicolas,120,0,156
Harry Eichmann,102,0,137
Ashleigh Bruen,108,0,161
Cleo Wiza,119,0,167
Lois Greenfelder,119,0,159
Sadie Buckridge,119,0,171
Geovanni Hamill,110,0,155
Mireya Feeney,123,0,170
Corine Ullrich,139,0,171
Roy Haley,115,0,165
Francis Schaefer,121,0,159
Winnifred Kuvalis,113,0,159
Reginald Crist,119,0,172
Thurman Weber,109,0,148
Pablo Rolfson,117,0,158
Turner Zemlak,117,0,150
Sid Schoen,116,0,162
Emmet Jones,112,0,152
Bernhard Zboncak,118,0,161
Shad Larkin,121,0,160
Rozella Stroman,124,0,170
Aiden Harris,123,0,165
Parker Jakubowski,110,0,153
Stevie Johns,108,0,167
Retta Blick,95,0,142
Ibrahim Veum,124,0,162
Clementine Murphy,119,0,164
Green Wisozk,113,0,165
Connor Sipes,122,0,161
Taurean Zieme,108,0,152
Enos Murphy,118,0,152
Lourdes Bruen,109,0,139
Adrienne McDermott,115,0,160
Stephan Beahan,114,0,156
Eugene Wolf,114,0,143
Chet Maggio,125,0,177
Chance Treutel,105,0,147
Benedict Champlin,117,0,162
Frida Kemmer,116,0,165
Soledad Beahan,100,0,141
Colten Kris,118,0,173
Dedrick Dicki,126,0,165
Taurean Schaden,113,0,162
Colten McCullough,110,0,165
Leif Considine,116,0,167
Kelly Cole,101,0,146
Garnet Hayes,101,0,139
Jamaal Tromp,115,0,157
Beau Damore,106,0,162
Laurianne Schmeler,120,0,173
Name Bayer,116,0,167
Madilyn Howell,126,0,172
Evalyn Hyatt,126,0,173
Seamus Conn,116,0,165
Tremaine Labadie,115,0,158
Dangelo Douglas,114,0,160
Luciano Haag,129,0,164
Carol Corkery,119,0,166
